"trip_id","transport_type","origin_station","destination_station","actual_arrival_delay_min","weather_condition","temperature_C","humidity_percent","wind_speed_kmh","precipitation_mm","event_type","peak_hour","is_late"
"T01003","Bus","Station_10","Station_39",26,"Rain",22.61,52.36,13.16,-0.0600000000000001,"Concert",0,TRUE
"T01004","Bus","Station_40","Station_31",10,"Snow",2.15,40.02,13.51,16.07,"No Event",0,TRUE
"T01005","Bus","Station_47","Station_42",-23,"Clear",20.73,56.98,19.52,1.99,"No Event",0,FALSE
"T01006","Metro","Station_42","Station_10",3,"Cloudy",32.41,53.31,14.12,2.35,"No Event",0,FALSE
"T01007","Bus","Station_1","Station_30",10,"Fog",14.38,54.64,18.02,2.26,"No Event",0,TRUE
"T01008","Metro","Station_29","Station_18",21,"Storm",16.65,58.9,47.81,9.33,"No Event",0,TRUE
"T01009","Metro","Station_50","Station_24",13,"Clear",29.28,51.28,10.38,2.1,"Parade",0,TRUE
"T01010","Bus","Station_34","Station_9",9,"Cloudy",23.11,50.71,12.02,2.15,"No Event",0,TRUE
"T01011","Bus","Station_13","Station_31",33,"Snow",2.46,48.7,16.84,15.22,"Festival",0,TRUE
"T01012","Train","Station_1","Station_15",22,"Rain",18.93,51.78,19.26,4.02,"Parade",1,TRUE
"T01013","Tram","Station_34","Station_4",7,"Cloudy",25.43,59,9.99,2.69,"Festival",1,TRUE
"T01014","Bus","Station_29","Station_40",3,"Fog",32.02,50.39,15.82,2.56,"No Event",1,FALSE
"T01015","Train","Station_48","Station_9",21,"Storm",25.49,63.13,39.57,16.78,"Sports",1,TRUE
"T01016","Train","Station_47","Station_45",-3,"Fog",22.09,43.74,15.16,2.15,"No Event",0,FALSE
"T01017","Tram","Station_13","Station_9",-5,"Cloudy",19.4,38.12,10.99,1.63,"No Event",0,FALSE
"T01018","Metro","Station_48","Station_26",9,"Clear",24.36,52.34,17.04,1.6,"Festival",0,TRUE
"T01019","Bus","Station_49","Station_4",7,"Storm",2.9,55.25,44.94,31.01,"No Event",0,TRUE
"T01020","Tram","Station_29","Station_17",11,"Storm",23.35,58.46,45.21,NA,"Parade",0,TRUE
"T01021","Bus","Station_39","Station_16",-17,"Cloudy",16.82,57.42,14.45,2.68,"Concert",0,FALSE
"T01022","Train","Station_24","Station_15",0,"Snow",11.14,40.26,NA,14.41,"No Event",0,FALSE
"T01023","Train","Station_26","Station_35",7,"Snow",14.69,49.81,14.44,16.02,"No Event",0,TRUE
"T01024","Metro","Station_17","Station_5",0,"Fog",27.31,56.27,12.74,1.18,"Sports",0,FALSE
"T01025","Train","Station_7","Station_5",-4,"Cloudy",15.71,61.25,15.77,2.04,"No Event",0,FALSE
"T01026","Train","Station_13","Station_20",15,"Storm",13.62,57.11,37.73,30.76,"Sports",0,TRUE
"T01027","Tram","Station_5","Station_15",1,"Cloudy",28.18,42.17,15.95,1.81,"No Event",0,FALSE
"T01028","Bus","Station_26","Station_18",17,"Storm",19.82,56.69,NA,17.12,"No Event",0,TRUE
"T01029","Bus","Station_49","Station_47",6,"Fog",24.68,48.67,20.15,1.37,"No Event",0,TRUE
"T01030","Tram","Station_3","Station_2",-6,"Clear",24.96,61.11,17.79,2.12,"No Event",0,FALSE
"T01031","Metro","Station_7","Station_29",-3,"Clear",34.35,48.73,16.22,2.02,"No Event",0,FALSE
"T01032","Bus","Station_49","Station_13",11,"Cloudy",20.41,52.64,12.57,2.28,"No Event",0,TRUE
"T01033","Train","Station_39","Station_4",13,"Storm",5.42,56.62,49.84,21.89,"No Event",0,TRUE
"T01034","Bus","Station_1","Station_42",21,"Clear",21.03,56.06,19.49,1.81,"Sports",0,TRUE
"T01035","Train","Station_49","Station_45",20,"Storm",24.95,46.77,33.42,24.14,"Concert",0,TRUE
"T01036","Metro","Station_17","Station_10",-4,"Fog",14.8,56.26,7.32,1.63,"No Event",0,FALSE
"T01037","Tram","Station_43","Station_31",6,"Cloudy",25.36,61.68,10.13,2.4,"Concert",0,TRUE
"T01038","Bus","Station_25","Station_41",25,"Storm",12.4,48.32,43.07,12.14,"Concert",0,TRUE
"T01039","Tram","Station_3","Station_8",3,"Cloudy",13.03,58.57,14.54,2.13,"No Event",0,FALSE
"T01040","Bus","Station_15","Station_3",29,"Storm",NA,55.3,43.86,29.59,"No Event",0,TRUE
"T01041","Train","Station_29","Station_48",8,"Snow",17.26,48.51,18.8,15.07,"No Event",0,TRUE
"T01042","Tram","Station_43","Station_46",3,"Snow",10.65,43.66,17.64,12.87,"No Event",0,FALSE
"T01043","Bus","Station_32","Station_9",24,"Storm",22.17,60.47,38.37,35.23,"No Event",0,TRUE
"T01044","Train","Station_26","Station_30",3,"Fog",19.09,59.45,13.23,1.9,"No Event",0,FALSE
"T01045","Tram","Station_16","Station_11",3,"Cloudy",25.92,62.38,21.4,1.87,"No Event",0,FALSE
"T01046","Tram","Station_25","Station_35",13,"Rain",19.08,63.05,23.67,-2.39,"Festival",0,TRUE
"T01047","Bus","Station_28","Station_37",23,"Storm",24.23,54.93,55.37,15.39,"No Event",0,TRUE
"T01048","Bus","Station_9","Station_42",27,"Storm",18,48.59,37.57,31.39,"Sports",0,TRUE
"T01049","Bus","Station_1","Station_13",7,"Snow",14.11,52.33,22.68,13.83,"Protest",0,TRUE
"T01050","Train","Station_29","Station_36",-3,"Clear",28.49,54.06,19.99,1.9,"No Event",0,FALSE
"T01051","Bus","Station_22","Station_13",20,"Snow",20.21,50.43,7.79,15.28,"Festival",0,TRUE
"T01052","Tram","Station_16","Station_12",-2,"Cloudy",25.31,57.06,11.41,1.93,"No Event",0,FALSE
"T01053","Tram","Station_41","Station_37",6,"Snow",13.45,51.64,19.29,14.54,"Festival",0,TRUE
"T01054","Bus","Station_44","Station_10",9,"Rain",17.29,51.4,16.73,17.23,"No Event",0,TRUE
"T01055","Bus","Station_41","Station_9",-14,"Fog",14.25,54.34,15.45,2.49,"No Event",0,FALSE
"T01056","Metro","Station_7","Station_7",6,"Rain",24.57,60.37,15.77,5.18,"Concert",0,TRUE
"T01057","Tram","Station_14","Station_2",6,"Fog",19.66,41.35,10.96,1.53,"Festival",0,TRUE
"T01058","Train","Station_29","Station_23",1,"Rain",24.74,48.39,9.03,6.05,"No Event",0,FALSE
"T01059","Metro","Station_19","Station_39",7,"Snow",-2.83,44.62,14.06,16.24,"Sports",0,TRUE
"T01060","Bus","Station_19","Station_40",6,"Rain",21.61,55.5,8.2,6.26,"Sports",0,TRUE
"T01061","Bus","Station_2","Station_39",12,"Snow",4.92,50.59,NA,14.82,"No Event",0,TRUE
"T01062","Tram","Station_41","Station_21",7,"Snow",6.59,56.23,19.26,NA,"No Event",0,TRUE
"T01063","Bus","Station_45","Station_23",15,"Cloudy",21.45,53.87,18.59,1.76,"No Event",0,TRUE
"T01064","Train","Station_15","Station_29",9,"Snow",5.25,49.6,13.49,15.3,"No Event",0,TRUE
"T01065","Tram","Station_3","Station_14",2,"Clear",33.88,46.39,12.98,1.78,"Sports",0,FALSE
"T01066","Bus","Station_11","Station_26",24,"Rain",11.09,52.48,10.37,0.13,"Festival",0,TRUE
"T01067","Tram","Station_46","Station_5",19,"Storm",20.61,54.34,NA,18.88,"Sports",0,TRUE
"T01068","Bus","Station_30","Station_31",25,"Storm",6.65,56.7,43.44,33.7,"Parade",1,TRUE
"T01069","Bus","Station_40","Station_25",14,"Storm",13.16,53.28,45.93,26.33,"No Event",1,TRUE
"T01070","Bus","Station_18","Station_31",12,"Clear",29.26,48.93,15.62,1.88,"No Event",1,TRUE
"T01071","Train","Station_48","Station_50",29,"Snow",8.47,45.55,18.57,14.24,"Festival",1,TRUE
"T01072","Train","Station_2","Station_20",11,"Rain",19.29,49.16,21.98,-6.13,"Festival",0,TRUE
"T01073","Tram","Station_32","Station_44",0,"Fog",22.93,50.11,13.13,1.81,"No Event",0,FALSE
"T01074","Bus","Station_8","Station_17",7,"Fog",30.96,52.28,18.61,2.49,"No Event",0,TRUE
"T01075","Bus","Station_22","Station_45",1,"Cloudy",20.47,54.28,18.14,2.15,"Protest",0,FALSE
"T01076","Train","Station_6","Station_2",2,"Clear",29,50.27,17.34,2.33,"No Event",0,FALSE
"T01077","Bus","Station_12","Station_25",-14,"Rain",22.96,50.76,14.91,-0.42,"No Event",0,FALSE
"T01078","Train","Station_47","Station_13",36,"Snow",2.43,43.72,25.82,13.91,"Concert",0,TRUE
"T01079","Bus","Station_40","Station_39",33,"Storm",15.05,54.59,46.62,15.29,"Parade",0,TRUE
"T01080","Tram","Station_36","Station_28",1,"Clear",27.55,48.52,16.79,2.32,"Sports",0,FALSE
"T01081","Bus","Station_15","Station_42",0,"Clear",17.04,46.03,15.7,2.16,"Sports",0,FALSE
"T01082","Bus","Station_28","Station_6",19,"Rain",18.67,51.7,9.46,4.98,"No Event",0,TRUE
"T01083","Metro","Station_49","Station_3",12,"Snow",12.56,48.35,12.09,15.44,"Concert",0,TRUE
"T01084","Train","Station_45","Station_35",-1,"Cloudy",24.83,58.3,12.27,2.21,"No Event",0,FALSE
"T01085","Bus","Station_18","Station_18",26,"Snow",3.34,57.08,23.97,15.83,"Parade",0,TRUE
"T01086","Bus","Station_2","Station_11",17,"Cloudy",26.27,51.37,10.73,1.81,"No Event",0,TRUE
"T01087","Metro","Station_13","Station_20",3,"Cloudy",30.01,52.42,16.8,1.26,"Concert",0,FALSE
"T01088","Metro","Station_45","Station_5",19,"Storm",17.45,58.25,43.61,19.84,"Festival",0,TRUE
"T01089","Train","Station_15","Station_19",8,"Storm",8.21,57.63,41.98,23.08,"No Event",0,TRUE
"T01090","Metro","Station_20","Station_22",4,"Rain",20.92,53.4,11.43,11.11,"Parade",0,FALSE
"T01091","Tram","Station_29","Station_19",4,"Snow",6.88,52.04,11.34,14.57,"No Event",0,FALSE
"T01092","Metro","Station_42","Station_47",-7,"Cloudy",22.2,56.67,9.59,2.08,"No Event",0,FALSE
"T01093","Tram","Station_29","Station_16",5,"Rain",19.94,54.06,15.52,14.02,"No Event",0,TRUE
"T01094","Train","Station_3","Station_24",6,"Cloudy",28.24,54.42,14.59,1.95,"Festival",0,TRUE
"T01095","Train","Station_19","Station_41",9,"Clear",20.72,50.53,17.33,2.06,"Festival",0,TRUE
"T01096","Train","Station_3","Station_4",-1,"Fog",27.85,56.78,13.45,1.73,"No Event",0,FALSE
"T01097","Train","Station_14","Station_15",-1,"Fog",28.7,55.74,15.13,2.12,"No Event",0,FALSE
"T01098","Train","Station_40","Station_25",5,"Cloudy",20.88,48.12,17.57,1.82,"Festival",0,TRUE
"T01099","Tram","Station_4","Station_44",-2,"Rain",14.48,54.53,NA,3.16,"No Event",0,FALSE
"T01100","Tram","Station_11","Station_35",27,"Storm",5.77,49.14,54.91,29.39,"Concert",0,TRUE
"T01101","Train","Station_31","Station_14",13,"Snow",0.130000000000001,53.6,14.9,15.37,"Concert",0,TRUE
"T01102","Metro","Station_43","Station_49",1,"Cloudy",NA,58.51,19.59,2.27,"Festival",0,FALSE
"T01103","Bus","Station_32","Station_19",11,"Cloudy",28,50.59,14.47,1.85,"No Event",0,TRUE
"T01104","Train","Station_27","Station_38",11,"Snow",9.7,51.08,7.74,14.83,"No Event",0,TRUE
"T01105","Metro","Station_30","Station_36",25,"Storm",23.96,51.23,48.89,14.57,"Parade",0,TRUE
"T01106","Bus","Station_43","Station_7",27,"Cloudy",22.89,55.35,NA,2.31,"No Event",0,TRUE
"T01107","Train","Station_2","Station_30",-5,"Clear",32.87,53.39,21.58,1.75,"No Event",0,FALSE
"T01108","Train","Station_49","Station_19",14,"Storm",11.49,48.28,43.7,21.55,"No Event",1,TRUE
"T01109","Tram","Station_9","Station_49",19,"Clear",NA,61.59,16.19,2.63,"Parade",1,TRUE
"T01110","Bus","Station_28","Station_25",17,"Fog",29.04,50.27,11.33,1.28,"Sports",1,TRUE
"T01111","Bus","Station_31","Station_16",18,"Snow",5.16,NA,7.97,15.86,"No Event",1,TRUE
"T01112","Metro","Station_34","Station_47",20,"Storm",2.64,43.85,NA,18.73,"Sports",0,TRUE
"T01113","Tram","Station_15","Station_40",11,"Storm",16.96,56.07,48.14,5.6,"No Event",0,TRUE
"T01114","Tram","Station_48","Station_8",14,"Rain",10.92,52.97,18.33,16.43,"Parade",0,TRUE
"T01115","Tram","Station_25","Station_18",3,"Rain",21.28,59.56,13.7,9.05,"No Event",0,FALSE
"T01116","Tram","Station_36","Station_28",8,"Snow",-0.280000000000001,42.58,16.69,14.95,"Sports",0,TRUE
"T01117","Bus","Station_8","Station_16",22,"Storm",2.51,59.09,41.92,21.27,"Concert",0,TRUE
"T01118","Bus","Station_9","Station_19",-3,"Fog",19.72,53.27,10.98,2.17,"No Event",0,FALSE
"T01119","Train","Station_37","Station_42",4,"Cloudy",20.58,49.16,17.22,1.87,"Festival",0,FALSE
"T01120","Train","Station_48","Station_17",7,"Snow",-1.16,49.52,21.15,16.02,"No Event",0,TRUE
"T01121","Tram","Station_45","Station_45",17,"Snow",1.22,41,13.94,16.01,"Concert",0,TRUE
"T01122","Tram","Station_39","Station_13",19,"Rain",20.18,46.48,12.26,6.7,"Sports",0,TRUE
"T01123","Tram","Station_32","Station_7",-5,"Fog",16.58,52.92,17.88,1.88,"Concert",0,FALSE
"T01124","Train","Station_17","Station_27",9,"Snow",0.719999999999999,51.5,NA,14.56,"No Event",0,TRUE
"T01125","Metro","Station_35","Station_10",12,"Fog",34.15,55.3,15.79,2.26,"Parade",0,TRUE
"T01126","Metro","Station_37","Station_34",7,"Snow",10,NA,16.34,12.93,"No Event",0,TRUE
"T01127","Train","Station_19","Station_36",9,"Rain",31.82,50.06,20.02,11.38,"Concert",0,TRUE
"T01128","Train","Station_44","Station_25",1,"Cloudy",29.71,49.69,23.2,2.17,"Sports",0,FALSE
"T01129","Train","Station_29","Station_6",1,"Rain",26.31,55.61,18.59,12.12,"Festival",0,FALSE
"T01130","Train","Station_7","Station_24",16,"Snow",7.15,45.29,18.4,14.7,"Concert",0,TRUE
"T01131","Train","Station_28","Station_18",0,"Fog",24.73,47.44,12.2,2.14,"No Event",0,FALSE
"T01132","Train","Station_9","Station_23",7,"Clear",32.54,51.96,15.09,1.61,"Protest",0,TRUE
"T01133","Tram","Station_28","Station_6",8,"Rain",15.3,55.6,25.13,0.61,"No Event",0,TRUE
"T01134","Tram","Station_6","Station_29",-1,"Fog",21.89,54.96,17.75,1.85,"No Event",0,FALSE
"T01135","Tram","Station_29","Station_25",17,"Rain",20.88,54.21,13.31,10.96,"Festival",0,TRUE
"T01136","Tram","Station_17","Station_17",-3,"Snow",-2.44,NA,15.46,14.65,"No Event",0,FALSE
"T01137","Train","Station_16","Station_46",-1,"Fog",28.94,49.11,17.81,1.93,"No Event",0,FALSE
"T01138","Metro","Station_23","Station_24",-6,"Cloudy",19.19,50.81,12.54,1.82,"No Event",0,FALSE
"T01139","Bus","Station_31","Station_11",12,"Fog",19.88,52.14,16.29,2.09,"No Event",0,TRUE
"T01140","Train","Station_3","Station_26",13,"Storm",10.44,52.38,53.22,18.59,"No Event",0,TRUE
"T01141","Bus","Station_21","Station_34",13,"Clear",25.91,46.35,14.22,2.34,"No Event",0,TRUE
"T01142","Metro","Station_26","Station_28",12,"Snow",10.86,55.83,18.3,15.63,"Sports",0,TRUE
"T01143","Tram","Station_36","Station_3",1,"Fog",22.31,55.53,17.09,2.15,"Sports",0,FALSE
"T01144","Metro","Station_42","Station_11",18,"Snow",-1.73,41.13,NA,16.44,"Concert",0,TRUE
"T01145","Train","Station_37","Station_38",-3,"Rain",17.5,54.52,22.17,9.13,"No Event",0,FALSE
"T01146","Tram","Station_22","Station_14",7,"Rain",22.78,50.33,9.04,13.7,"Sports",0,TRUE
"T01147","Train","Station_42","Station_26",1,"Fog",15.84,46.87,7.74,2.38,"No Event",0,FALSE
"T01148","Tram","Station_12","Station_48",7,"Storm",17.12,NA,44.9,33.18,"No Event",0,TRUE
"T01149","Bus","Station_42","Station_21",-3,"Fog",23.42,52.78,NA,2.07,"Festival",0,FALSE
"T01150","Bus","Station_13","Station_39",2,"Cloudy",25.44,54.69,12.19,1.94,"No Event",0,FALSE
"T01151","Bus","Station_11","Station_30",40,"Storm",15.39,57.82,44.03,20.07,"Concert",0,TRUE
"T01152","Metro","Station_16","Station_8",19,"Snow",9.16,53.13,14.93,16.05,"Parade",0,TRUE
"T01153","Train","Station_8","Station_20",-1,"Fog",21.67,58.9,20.08,1.89,"No Event",0,FALSE
"T01154","Metro","Station_40","Station_48",3,"Snow",13.52,56.11,11.93,13.18,"No Event",0,FALSE
"T01155","Bus","Station_40","Station_32",12,"Clear",18.3,48.11,21.31,2.49,"No Event",0,TRUE
"T01156","Train","Station_45","Station_22",13,"Storm",10.44,42.88,45.39,24.93,"No Event",0,TRUE
"T01157","Bus","Station_2","Station_7",7,"Fog",21.46,58.3,NA,2.04,"Sports",0,TRUE
"T01158","Metro","Station_30","Station_9",6,"Clear",19.78,56.02,13.12,1.67,"Sports",0,TRUE
"T01159","Metro","Station_30","Station_45",-7,"Fog",23.73,57.51,NA,2.46,"No Event",0,FALSE
"T01160","Metro","Station_12","Station_1",-5,"Cloudy",19.23,51.01,17.19,2.19,"No Event",0,FALSE
"T01161","Bus","Station_10","Station_29",-6,"Rain",17.96,48.71,9.56,5.95,"Parade",0,FALSE
"T01162","Train","Station_44","Station_8",8,"Snow",2.74,44.87,19.76,14.22,"No Event",0,TRUE
"T01163","Train","Station_11","Station_4",3,"Fog",23.92,53.44,27.54,1.71,"No Event",0,FALSE
"T01164","Bus","Station_15","Station_35",47,"Storm",9.22,56.98,55.65,23.39,"No Event",1,TRUE
"T01165","Train","Station_16","Station_3",8,"Fog",30.85,47.05,12.64,2.61,"Concert",1,TRUE
"T01166","Bus","Station_17","Station_45",10,"Fog",20.09,56.19,NA,1.91,"No Event",1,TRUE
"T01167","Train","Station_26","Station_40",1,"Fog",22.85,62.36,11.39,2.25,"No Event",1,FALSE
"T01168","Tram","Station_2","Station_7",8,"Fog",30.92,49.77,9.88,2.4,"Sports",0,TRUE
"T01169","Tram","Station_50","Station_27",14,"Storm",NA,54.65,46.07,24.91,"Sports",0,TRUE
"T01170","Metro","Station_12","Station_1",2,"Storm",14.48,44.94,53.39,13.29,"No Event",0,FALSE
"T01171","Tram","Station_26","Station_27",0,"Fog",28.55,51.23,8.66,1.86,"No Event",0,FALSE
"T01172","Tram","Station_23","Station_16",-3,"Rain",20.44,51.17,16.7,7.19,"No Event",0,FALSE
"T01173","Tram","Station_18","Station_38",-6,"Fog",23.08,61.78,19.37,2.41,"No Event",0,FALSE
"T01174","Bus","Station_32","Station_7",23,"Snow",11.79,49.04,21.76,14.03,"No Event",0,TRUE
"T01175","Tram","Station_49","Station_44",1,"Snow",1.56,56.34,4.06,16.2,"No Event",0,FALSE
"T01176","Tram","Station_38","Station_23",8,"Storm",14.54,53.47,41.35,7.93,"No Event",0,TRUE
"T01177","Metro","Station_47","Station_41",3,"Snow",16.17,45.52,18.49,18.34,"No Event",0,FALSE
"T01178","Tram","Station_3","Station_11",22,"Snow",3.01,57.43,9.36,15.07,"Parade",0,TRUE
"T01179","Tram","Station_38","Station_42",-8,"Cloudy",24.05,53.66,17.7,2.11,"No Event",0,FALSE
"T01180","Train","Station_3","Station_33",-4,"Fog",26.72,57.83,14.23,2.04,"No Event",0,FALSE
"T01181","Metro","Station_30","Station_50",-4,"Fog",25.23,51.85,16.74,2.7,"No Event",0,FALSE
"T01182","Metro","Station_1","Station_36",-7,"Fog",29.85,55.41,12.25,2.18,"No Event",0,FALSE
"T01183","Metro","Station_30","Station_37",-6,"Fog",25.3,53.91,20.61,NA,"Protest",0,FALSE
"T01184","Metro","Station_45","Station_41",4,"Clear",21.49,53.16,25.12,1.5,"No Event",0,FALSE
"T01185","Metro","Station_32","Station_17",-5,"Fog",29.13,51.59,11.25,2.15,"Protest",0,FALSE
"T01186","Metro","Station_28","Station_35",13,"Storm",6.48,48.66,61.8,10.69,"No Event",0,TRUE
"T01187","Bus","Station_21","Station_48",35,"Storm",9.85,49.96,37.12,11.31,"Festival",0,TRUE
"T01188","Tram","Station_46","Station_5",-9,"Clear",19.21,52.72,10.74,1.65,"No Event",0,FALSE
"T01189","Metro","Station_13","Station_48",-4,"Fog",26.24,53.03,21.98,2.28,"No Event",0,FALSE
"T01190","Tram","Station_27","Station_32",5,"Rain",18.68,44.41,15.08,8.79,"No Event",0,TRUE
"T01191","Tram","Station_36","Station_3",6,"Fog",27.95,50.05,11.52,1.66,"No Event",0,TRUE
"T01192","Bus","Station_7","Station_47",13,"Storm",11.17,59.55,46.53,27.75,"No Event",0,TRUE
"T01193","Metro","Station_22","Station_35",-3,"Cloudy",22.45,46.08,20.31,1.99,"No Event",0,FALSE
"T01194","Train","Station_10","Station_14",18,"Snow",NA,54.1,13.22,14.78,"Sports",0,TRUE
"T01195","Bus","Station_39","Station_48",6,"Cloudy",19.92,50.06,16.69,2.63,"No Event",0,TRUE
"T01196","Train","Station_15","Station_31",7,"Rain",13.21,52.68,16.02,12,"No Event",0,TRUE
"T01197","Tram","Station_15","Station_31",1,"Fog",27.01,58.39,6.75,1.7,"No Event",0,FALSE
"T01198","Tram","Station_4","Station_17",-2,"Clear",31.76,NA,16.42,1.98,"Concert",0,FALSE
"T01199","Bus","Station_32","Station_24",32,"Fog",20.15,47.57,15.83,NA,"No Event",0,TRUE
"T01200","Bus","Station_23","Station_23",7,"Rain",23.03,52.05,12.07,10.27,"No Event",0,TRUE
"T01201","Train","Station_6","Station_18",-1,"Rain",16.54,55.52,8.38,12.03,"No Event",0,FALSE
"T01202","Metro","Station_24","Station_50",4,"Snow",4.69,37.04,20.74,15.02,"Protest",0,FALSE
"T01203","Train","Station_20","Station_14",11,"Rain",17.95,56.9,23.19,-0.27,"Concert",0,TRUE
"T01204","Bus","Station_37","Station_50",5,"Cloudy",25.01,48.09,12.24,2.01,"No Event",1,TRUE
"T01205","Train","Station_20","Station_15",14,"Snow",2.55,55.32,16.67,13.96,"No Event",1,TRUE
"T01206","Bus","Station_12","Station_15",-2,"Fog",25.36,49.47,7.25,2.43,"No Event",1,FALSE
"T01207","Train","Station_33","Station_6",7,"Fog",15.36,64.73,20.11,1.99,"No Event",1,TRUE
"T01208","Bus","Station_28","Station_27",0,"Clear",28.58,54.1,16.43,2.22,"No Event",0,FALSE
"T01209","Bus","Station_8","Station_15",10,"Rain",26.15,56.68,14.75,-0.84,"No Event",0,TRUE
"T01210","Bus","Station_1","Station_50",5,"Rain",14.56,51.88,18.1,9.59,"No Event",0,TRUE
"T01211","Metro","Station_37","Station_36",7,"Storm",15.98,56.09,43.98,26.04,"No Event",0,TRUE
"T01212","Train","Station_22","Station_8",5,"Snow",9.41,51.19,14.12,16.02,"No Event",0,TRUE
"T01213","Train","Station_6","Station_15",12,"Storm",16.79,53.83,45.47,19.22,"No Event",0,TRUE
"T01214","Train","Station_21","Station_3",8,"Snow",-0.949999999999999,51.02,16.11,14.47,"No Event",0,TRUE
"T01215","Bus","Station_32","Station_47",-11,"Cloudy",20.91,54.85,16.04,2.4,"No Event",0,FALSE
"T01216","Train","Station_35","Station_13",32,"Snow",NA,43.47,9.25,14.65,"Festival",0,TRUE
"T01217","Train","Station_15","Station_41",2,"Fog",17.03,46.81,22.83,1.81,"Sports",0,FALSE
"T01218","Bus","Station_5","Station_34",14,"Clear",33.64,51.89,12.63,1.69,"No Event",0,TRUE
"T01219","Tram","Station_46","Station_24",13,"Snow",2.76,56.37,NA,12.99,"No Event",0,TRUE
"T01220","Bus","Station_50","Station_40",10,"Snow",10.28,39.21,8.78,14.53,"No Event",0,TRUE
"T01221","Train","Station_48","Station_32",11,"Snow",0.460000000000001,53.57,17.8,15.93,"No Event",0,TRUE
"T01222","Bus","Station_6","Station_32",23,"Clear",20.25,56.83,6.13,1.87,"Festival",0,TRUE
"T01223","Tram","Station_25","Station_30",-1,"Rain",20.53,54.89,16.17,7.01,"No Event",0,FALSE
"T01224","Bus","Station_46","Station_49",5,"Clear",26.53,53.75,11.55,2.12,"Festival",0,TRUE
"T01225","Train","Station_40","Station_13",13,"Rain",20.23,43.73,14.15,7.11,"No Event",0,TRUE
"T01226","Tram","Station_29","Station_1",6,"Fog",33.88,49.99,8.41,2.13,"Festival",0,TRUE
"T01227","Metro","Station_7","Station_34",2,"Clear",25.79,49.99,15.22,1.8,"Sports",0,FALSE
"T01228","Train","Station_40","Station_15",10,"Rain",31.79,57.51,12.99,4.93,"Sports",0,TRUE
"T01229","Tram","Station_13","Station_44",-3,"Fog",31.38,52.02,21.95,1.74,"No Event",0,FALSE
"T01230","Tram","Station_38","Station_14",-5,"Fog",16.25,48.95,23.02,NA,"Protest",0,FALSE
"T01231","Metro","Station_18","Station_29",-1,"Rain",NA,45.71,20.86,7.8,"No Event",0,FALSE
"T01232","Bus","Station_2","Station_34",24,"Rain",11.67,53.35,20.57,12.9,"Festival",0,TRUE
"T01233","Bus","Station_8","Station_18",3,"Cloudy",18.62,47.21,19.5,2.04,"Concert",0,FALSE
"T01234","Train","Station_11","Station_7",5,"Fog",26.7,52.01,13.31,1.88,"No Event",0,TRUE
"T01235","Metro","Station_33","Station_29",5,"Rain",11.57,54.75,25.97,3.62,"Parade",0,TRUE
"T01236","Bus","Station_38","Station_31",8,"Fog",28.35,53.79,17.63,1.83,"Festival",0,TRUE
"T01237","Metro","Station_48","Station_25",2,"Clear",33.1,58.46,10.89,2.59,"Sports",0,FALSE
"T01238","Bus","Station_27","Station_38",9,"Storm",11.91,45.87,43.32,28.91,"No Event",0,TRUE
"T01239","Tram","Station_20","Station_14",31,"Storm",2.55,55.99,42.74,22.94,"Parade",0,TRUE
"T01240","Bus","Station_12","Station_8",5,"Snow",-9.66,48.88,15.5,15.23,"Sports",0,TRUE
"T01241","Metro","Station_43","Station_27",14,"Rain",14.87,47.32,21.45,8.91,"Concert",0,TRUE
"T01242","Tram","Station_31","Station_2",16,"Rain",20.79,47.27,15.32,NA,"Festival",0,TRUE
"T01243","Tram","Station_27","Station_17",1,"Fog",27.97,55.48,13.75,1.85,"No Event",0,FALSE
"T01244","Tram","Station_32","Station_37",4,"Snow",5.09,49.88,13.88,14.43,"No Event",0,FALSE
"T01245","Metro","Station_10","Station_14",13,"Rain",22.56,61.92,18.15,9.01,"No Event",0,TRUE
"T01246","Train","Station_3","Station_25",-3,"Fog",NA,52.86,NA,2.01,"No Event",0,FALSE
"T01247","Train","Station_45","Station_30",14,"Rain",26.4,50.04,9.42,6.16,"Concert",0,TRUE
"T01248","Train","Station_27","Station_29",0,"Fog",20.62,63.59,16.31,1.36,"No Event",0,FALSE
"T01249","Metro","Station_35","Station_20",1,"Rain",9.48,51.77,15.01,10.13,"No Event",0,FALSE
"T01250","Tram","Station_31","Station_21",2,"Cloudy",21.9,48.92,14.56,2.07,"No Event",0,FALSE
"T01251","Train","Station_15","Station_22",0,"Fog",23.55,55.02,10.26,1.83,"No Event",0,FALSE
"T01252","Metro","Station_16","Station_35",2,"Cloudy",27.55,50.06,15.21,2.62,"No Event",0,FALSE
"T01253","Train","Station_13","Station_37",-3,"Cloudy",20.39,56.59,15.83,2.26,"No Event",0,FALSE
"T01254","Bus","Station_49","Station_16",1,"Cloudy",31.63,47.13,11.19,2.41,"No Event",0,FALSE
"T01255","Train","Station_35","Station_50",2,"Cloudy",14.12,62.35,12.82,2.03,"Sports",0,FALSE
"T01256","Train","Station_11","Station_49",8,"Clear",27.99,NA,14.48,1.56,"Festival",0,TRUE
"T01257","Tram","Station_21","Station_43",5,"Snow",10.15,NA,21.67,14.87,"No Event",0,TRUE
"T01258","Metro","Station_11","Station_17",15,"Storm",16.72,46.32,47.87,28.7,"No Event",0,TRUE
